NUMERO;PALABRA;ORDEN
1141;dar;NORMAL
1142;darle;NORMAL
1143;darse;NORMAL
1144;dará;NORMAL
1145;dato;NORMAL
1146;datos;NORMAL
1147;david;NORMAL
1148;daño;NORMAL
1149;daños;NORMAL
1150;debajo;NORMAL
1151;debate;NORMAL
1152;debe;NORMAL
1153;debemos;NORMAL
1154;deben;NORMAL
1155;deber;NORMAL
1156;deberá;NORMAL
1157;deberán;NORMAL
1158;debería;NORMAL
1159;deberían;NORMAL
1160;debido;NORMAL
1161;debilidad;NORMAL
1162;debió;NORMAL
1163;debo;NORMAL
1164;debía;NORMAL
1165;debían;NORMAL
1166;decenas;NORMAL
1167;decide;NORMAL
1168;decidido;NORMAL
1169;decidieron;NORMAL
1170;decidir;NORMAL
1171;decidió;NORMAL
1172;decir;NORMAL
1173;decirle;NORMAL
1174;decirlo;NORMAL
1175;decirse;NORMAL
1176;decisiones;NORMAL
1177;decisivo;NORMAL
1178;decisión;NORMAL
1179;declaraciones;NORMAL
1180;declaración;NORMAL
1181;declarado;NORMAL
1182;declarar;NORMAL
1183;declaró;NORMAL
1184;decreto;NORMAL
1185;decía;NORMAL
1186;decían;NORMAL
1187;dedica;NORMAL
1188;dedicada;NORMAL
1189;dedicado;NORMAL
1190;dedicó;NORMAL
1191;dedo;NORMAL
1192;dedos;NORMAL
1193;defectos;NORMAL
1194;defender;NORMAL
1195;defensa;NORMAL
1196;defensor;NORMAL
1197;define;NORMAL
1198;definición;NORMAL
1199;definido;NORMAL
1200;definir;NORMAL
1201;definitiva;NORMAL
1202;definitivamente;NORMAL
1203;definitivo;NORMAL
1204;deja;NORMAL
1205;dejaba;NORMAL
1206;dejado;NORMAL
1207;dejan;NORMAL
1208;dejando;NORMAL
1209;dejar;NORMAL
1210;dejaron;NORMAL
1211;deje;NORMAL
1212;dejó;NORMAL
1213;delante;NORMAL
1214;delegación;NORMAL
1215;delegado;NORMAL
1216;delegados;NORMAL
1217;delgado;NORMAL
1218;delito;NORMAL
1219;delitos;NORMAL
1220;demanda;NORMAL
1221;demandas;NORMAL
1222;demasiado;NORMAL
1223;democracia;NORMAL
1224;democrática;NORMAL
1225;democrático;NORMAL
1226;demostrado;NORMAL
1227;demostrar;NORMAL
1228;demostró;NORMAL
1229;demuestra;NORMAL
1230;denomina;NORMAL
1231;denominado;NORMAL
1232;densidad;NORMAL
1233;dentro;NORMAL
1234;denuncia;NORMAL
1235;denuncias;NORMAL
1236;departamento;NORMAL
1237;depende;NORMAL
1238;dependencia;NORMAL
1239;deporte;NORMAL
1240;deportes;NORMAL
1241;deportiva;NORMAL
1242;deportivo;NORMAL
1243;depresión;NORMAL
1244;derecha;NORMAL
1245;derecho;NORMAL
1246;derechos;NORMAL
1247;derivados;NORMAL
1248;derrota;NORMAL
1249;desafío;NORMAL
1250;desaparecer;NORMAL
1251;desaparecido;NORMAL
1252;desaparición;NORMAL
1253;desarrolla;NORMAL
1254;desarrollado;NORMAL
1255;desarrollar;NORMAL
1256;desarrollo;NORMAL
1257;desastre;NORMAL
1258;desayuno;NORMAL
1259;descanso;NORMAL
1260;descenso;NORMAL
1261;desconocido;NORMAL
1262;describe;NORMAL
1263;descripción;NORMAL
1264;descubierto;NORMAL
1265;descubrimiento;NORMAL
1266;descubrir;NORMAL
1267;descubrió;NORMAL
1268;desea;NORMAL
1269;deseaba;NORMAL
1270;desempleo;NORMAL
1271;deseo;NORMAL
1272;deseos;NORMAL
1273;desgracia;NORMAL
1274;desierto;NORMAL
1275;desnudo;NORMAL
1276;despacho;NORMAL
1277;despertar;NORMAL
1278;después;NORMAL
1279;destaca;NORMAL
1280;destacado;NORMAL
1281;destacan;NORMAL
1282;destacar;NORMAL
1283;destacó;NORMAL
1284;destinado;NORMAL
1285;destinados;NORMAL
1286;destino;NORMAL
1287;destrucción;NORMAL
1288;detalle;NORMAL
1289;detalles;NORMAL
1290;detención;NORMAL
1291;detener;NORMAL
1292;detenido;NORMAL
1293;detenidos;NORMAL
1294;deterioro;NORMAL
1295;determina;NORMAL
1296;determinación;NORMAL
1297;determinada;NORMAL
1298;determinadas;NORMAL
1299;determinado;NORMAL
1300;determinados;NORMAL
1301;determinar;NORMAL
1302;detrás;NORMAL
1303;detuvo;NORMAL
1304;deuda;NORMAL
1305;di;NORMAL
1306;diablo;NORMAL
1307;diagnóstico;NORMAL
1308;diana;NORMAL
1309;diaria;NORMAL
1310;diario;NORMAL
1311;diarios;NORMAL
1312;dibujo;NORMAL
1313;dibujos;NORMAL
1314;dice;NORMAL
1315;dicen;NORMAL
1316;dices;NORMAL
1317;dicha;NORMAL
1318;dichas;NORMAL
1319;dicho;NORMAL
1320;dichos;NORMAL
1321;diciembre;NORMAL
1322;diciendo;NORMAL
1323;dictadura;NORMAL
1324;diego;NORMAL
1325;dientes;NORMAL
1326;diera;NORMAL
1327;dieron;NORMAL
1328;dieta;NORMAL
1329;diferencia;NORMAL
1330;diferencias;NORMAL
1331;diferente;NORMAL
1332;diferentes;NORMAL
1333;dificultad;NORMAL
1334;dificultades;NORMAL
1335;difusión;NORMAL
1336;difícil;NORMAL
1337;difíciles;NORMAL
1338;diga;NORMAL
1339;digital;NORMAL
1340;dignidad;NORMAL
1341;digo;NORMAL
1342;dije;NORMAL
1343;dijeron;NORMAL
1344;dijo;NORMAL
1345;dimensiones;NORMAL
1346;dimensión;NORMAL
1347;dimisión;NORMAL
1348;dinero;NORMAL
1349;dinámica;NORMAL
1350;dio;NORMAL
1351;dios;NORMAL
1352;dioses;NORMAL
1353;diputado;NORMAL
1354;diputados;NORMAL
1355;direcciones;NORMAL
1356;dirección;NORMAL
1357;directa;NORMAL
1358;directamente;NORMAL
1359;directiva;NORMAL
1360;directivos;NORMAL
1361;directo;NORMAL
1362;director;NORMAL
1363;directora;NORMAL
1364;directores;NORMAL
1365;dirige;NORMAL
1366;dirigente;NORMAL
1367;dirigentes;NORMAL
1368;dirigida;NORMAL
1369;dirigido;NORMAL
1370;dirigir;NORMAL
1371;dirigió;NORMAL
1372;diría;NORMAL
1373;disciplina;NORMAL
1374;disco;NORMAL
1375;discos;NORMAL
1376;discurso;NORMAL
1377;discursos;NORMAL
1378;discusión;NORMAL
1379;discutir;NORMAL
1380;diseño;NORMAL
1381;disfrutar;NORMAL
1382;disminución;NORMAL
1383;disminuir;NORMAL
1384;dispone;NORMAL
1385;disponer;NORMAL
1386;disponibles;NORMAL
1387;disposiciones;NORMAL
1388;disposición;NORMAL
1389;dispuesta;NORMAL
1390;dispuesto;NORMAL
1391;dispuestos;NORMAL
1392;distancia;NORMAL
1393;distinción;NORMAL
1394;distinguir;NORMAL
1395;distinta;NORMAL
1396;distintas;NORMAL
1397;distinto;NORMAL
1398;distintos;NORMAL
1399;distribución;NORMAL
1400;distrito;NORMAL
1401;diversidad;NORMAL
1402;división;NORMAL
1403;diálogo;NORMAL
1404;doble;NORMAL
1405;docentes;NORMAL
1406;doctor;NORMAL
1407;doctrina;NORMAL
1408;documentación;NORMAL
1409;documento;NORMAL
1410;documentos;NORMAL
1411;dolor;NORMAL
1412;dolores;NORMAL
1413;domicilio;NORMAL
1414;dominante;NORMAL
1415;domingo;NORMAL
1416;dominicana;NORMAL
1417;dominio;NORMAL
1418;domínguez;NORMAL
1419;don;NORMAL
1420;dormido;NORMAL
1421;dormir;NORMAL
1422;dormitorio;NORMAL
1423;dosis;NORMAL
1424;doy;NORMAL
1425;doña;NORMAL
1426;drama;NORMAL
1427;droga;NORMAL
1428;drogas;NORMAL
1429;duda;NORMAL
1430;dudas;NORMAL
1431;dueño;NORMAL
1432;dueños;NORMAL
1433;dulce;NORMAL
1434;duque;NORMAL
1435;dura;NORMAL
1436;duración;NORMAL
1437;duras;NORMAL
1438;duro;NORMAL
1439;duros;NORMAL
1440;duró;NORMAL
1441;dé;NORMAL
1442;débil;NORMAL
1443;década;NORMAL
1444;décadas;NORMAL
1445;déficit;NORMAL
1446;día;NORMAL
1447;días;NORMAL
1448;díaz;NORMAL
1449;dólar;NORMAL
1450;dólares;NORMAL
1451;echar;INICIO
1452;echó;NORMAL
1453;eco;NORMAL
1454;economía;NORMAL
1455;económica;NORMAL
1456;económicas;NORMAL
1457;económico;NORMAL
1458;económicos;NORMAL
1459;ecuador;NORMAL
1460;edad;NORMAL
1461;edición;NORMAL
1462;edificio;NORMAL
1463;edificios;NORMAL
1464;editorial;NORMAL
1465;eduardo;NORMAL
1466;educación;NORMAL
1467;educativa;NORMAL
1468;educativo;NORMAL
1469;ee;NORMAL
1470;eeuu;NORMAL
1471;efe;NORMAL
1472;efectiva;NORMAL
1473;efectivamente;NORMAL
1474;efectivo;NORMAL
1475;efectivos;NORMAL
1476;efecto;NORMAL
1477;efectos;NORMAL
1478;efectuar;NORMAL
1479;eficacia;NORMAL
1480;eficaz;NORMAL
1481;egipto;NORMAL
1482;eje;NORMAL
1483;ejecución;NORMAL
1484;ejecutiva;NORMAL
1485;ejecutivo;NORMAL
1486;ejemplar;NORMAL
1487;ejemplares;NORMAL
1488;ejemplo;NORMAL
1489;ejemplos;NORMAL
1490;ejercer;NORMAL
1491;ejercicio;NORMAL
1492;ejercicios;NORMAL
1493;ejército;NORMAL
1494;elaboración;NORMAL
1495;elaborado;NORMAL
1496;elaborar;NORMAL
1497;elecciones;NORMAL
1498;elección;NORMAL
1499;electoral;NORMAL
1500;electorales;NORMAL
1501;electricidad;NORMAL
1502;electrónico;NORMAL
1503;elegante;NORMAL
1504;elegido;NORMAL
1505;elegir;NORMAL
1506;elemento;NORMAL
1507;elementos;NORMAL
1508;elena;NORMAL
1509;elevada;NORMAL
1510;elevado;NORMAL
1511;eliminación;NORMAL
1512;eliminar;NORMAL
1513;eléctrica;NORMAL
1514;eléctrico;NORMAL
1515;embajada;NORMAL
1516;embajador;NORMAL
1517;embarazo;NORMAL
1518;embargo;NORMAL
1519;emergencia;NORMAL
1520;emilio;NORMAL
1521;emisión;NORMAL
1522;emocional;NORMAL
1523;emociones;NORMAL
1524;emoción;NORMAL
1525;empate;NORMAL
1526;emperador;NORMAL
1527;empezaba;NORMAL
1528;empezado;NORMAL
1529;empezar;NORMAL
1530;empezaron;NORMAL
1531;empezó;NORMAL
1532;empeño;NORMAL
1533;empieza;NORMAL
1534;empiezan;NORMAL
1535;empleado;NORMAL
1536;empleados;NORMAL
1537;empleo;NORMAL
1538;empresa;NORMAL
1539;empresarial;NORMAL
1540;empresario;NORMAL
1541;empresarios;NORMAL
1542;empresas;NORMAL
1543;encargado;NORMAL
1544;encima;NORMAL
1545;encontraba;NORMAL
1546;encontraban;NORMAL
1547;encontrado;NORMAL
1548;encontramos;NORMAL
1549;encontrar;NORMAL
1550;encontraron;NORMAL
1551;encontré;NORMAL
1552;encontró;NORMAL
1553;encuentra;NORMAL
1554;encuentran;NORMAL
1555;encuentro;NORMAL
1556;encuentros;NORMAL
1557;encuesta;NORMAL
1558;encuestas;NORMAL
1559;enemigo;NORMAL
1560;enemigos;NORMAL
1561;energía;NORMAL
1562;enero;NORMAL
1563;enfermedad;NORMAL
1564;enfermedades;NORMAL
1565;enfermo;NORMAL
1566;enfermos;NORMAL
1567;enfoque;NORMAL
1568;enfrenta;NORMAL
1569;enfrentamiento;NORMAL
1570;enfrentar;NORMAL
1571;enfrente;NORMAL
1572;enorme;NORMAL
1573;enormes;NORMAL
1574;enrique;NORMAL
1575;ensayo;NORMAL
1576;ensayos;NORMAL
1577;enseguida;NORMAL
1578;enseñanza;NORMAL
1579;entender;NORMAL
1580;entendido;NORMAL
1581;entendimiento;NORMAL
1582;entera;NORMAL
1583;entero;NORMAL
1584;entidad;NORMAL
1585;entidades;NORMAL
1586;entiende;NORMAL
1587;entiendo;NORMAL
1588;entonces;NORMAL
1589;entorno;NORMAL
1590;entra;NORMAL
1591;entrada;NORMAL
1592;entradas;NORMAL
1593;entrado;NORMAL
1594;entran;NORMAL
1595;entrar;NORMAL
1596;entrega;NORMAL
1597;entregar;NORMAL
1598;entregó;NORMAL
1599;entrenador;NORMAL
1600;entrenamiento;NORMAL
1601;entrevista;NORMAL
1602;entrevistas;NORMAL
1603;entró;NORMAL
1604;entusiasmo;NORMAL
1605;enviado;NORMAL
1606;enviar;NORMAL
1607;envió;NORMAL
1608;episodio;NORMAL
1609;equilibrio;NORMAL
1610;equipo;NORMAL
1611;equipos;NORMAL
1612;equivalente;NORMAL
1613;era;NORMAL
1614;eran;NORMAL
1615;eres;NORMAL
1616;ernesto;NORMAL
1617;error;NORMAL
1618;errores;NORMAL
1619;es;NORMAL
1620;escala;NORMAL
1621;escalera;NORMAL
1622;escapar;NORMAL
1623;escasa;NORMAL
1624;escaso;NORMAL
1625;escena;NORMAL
1626;escenario;NORMAL
1627;escenas;NORMAL
1628;esclavos;NORMAL
1629;escolar;NORMAL
1630;escolares;NORMAL
1631;escribe;NORMAL
1632;escribir;NORMAL
1633;escribió;NORMAL
1634;escrita;NORMAL
1635;escrito;NORMAL
1636;escritor;NORMAL
1637;escritores;NORMAL
1638;escritos;NORMAL
1639;escritura;NORMAL
1640;escucha;NORMAL
1641;escuchar;NORMAL
1642;escuela;NORMAL
1643;escuelas;NORMAL
1644;escándalo;NORMAL
1645;esencia;NORMAL
1646;esencial;NORMAL
1647;esenciales;NORMAL
1648;esfera;NORMAL
1649;esfuerzo;NORMAL
1650;esfuerzos;NORMAL
1651;espacial;NORMAL
1652;espacio;NORMAL
1653;espacios;NORMAL
1654;espada;NORMAL
1655;espalda;NORMAL
1656;espaldas;NORMAL
1657;españa;NORMAL
1658;español;NORMAL
1659;española;NORMAL
1660;españolas;NORMAL
1661;españoles;NORMAL
1662;especial;NORMAL
1663;especiales;NORMAL
1664;especialista;NORMAL
1665;especialistas;NORMAL
1666;especialmente;NORMAL
1667;especie;NORMAL
1668;especies;NORMAL
1669;espectacular;NORMAL
1670;espectador;NORMAL
1671;espectadores;NORMAL
1672;espectáculo;NORMAL
1673;específica;NORMAL
1674;específicas;NORMAL
1675;específico;NORMAL
1676;específicos;NORMAL
1677;espejo;NORMAL
1678;espera;NORMAL
1679;esperaba;NORMAL
1680;esperan;NORMAL
1681;esperando;NORMAL
1682;esperanza;NORMAL
1683;esperanzas;NORMAL
1684;esperar;NORMAL
1685;espero;NORMAL
1686;espiritual;NORMAL
1687;esposa;NORMAL
1688;esposo;NORMAL
1689;espíritu;NORMAL
1690;esquema;NORMAL
1691;esquina;NORMAL
1692;estaba;NORMAL
1693;estaban;NORMAL
1694;estabilidad;NORMAL
1695;estable;NORMAL
1696;establece;NORMAL
1697;establecer;NORMAL
1698;establecido;NORMAL
1699;establecimiento;NORMAL
1700;establecimientos;NORMAL
1701;estableció;NORMAL
1702;estaciones;NORMAL
1703;estación;NORMAL
1704;estadio;NORMAL
1705;estado;NORMAL
1706;estados;NORMAL
1707;estadounidense;NORMAL
1708;estadounidenses;NORMAL
1709;estadísticas;NORMAL
1710;estamos;NORMAL
1711;estancia;NORMAL
1712;estando;NORMAL
1713;estar;NORMAL
1714;estará;NORMAL
1715;estarán;NORMAL
1716;estaría;NORMAL
1717;estatal;NORMAL
1718;estatales;NORMAL
1719;estatuto;NORMAL
1720;estilo;NORMAL
1721;estima;NORMAL
1722;estoy;NORMAL
1723;estrategia;NORMAL
1724;estrategias;NORMAL
1725;estrecha;NORMAL
1726;estrella;NORMAL
1727;estrellas;NORMAL
1728;estreno;NORMAL
1729;estrictamente;NORMAL
1730;estructura;NORMAL
1731;estructuras;NORMAL
1732;estudia;NORMAL
1733;estudiante;NORMAL
1734;estudiantes;NORMAL
1735;estudiar;NORMAL
1736;estudio;NORMAL
1737;estudios;NORMAL
1738;estuve;NORMAL
1739;estuviera;NORMAL
1740;estuvieron;NORMAL
1741;estuvo;NORMAL
1742;está;NORMAL
1743;estábamos;NORMAL
1744;están;NORMAL
1745;estás;NORMAL
1746;esté;NORMAL
1747;estén;NORMAL
1748;estética;NORMAL
1749;estímulo;NORMAL
1750;estómago;NORMAL
1751;et;NORMAL
1752;eta;NORMAL
1753;etapa;NORMAL
1754;etapas;NORMAL
1755;eugenio;NORMAL
1756;europa;NORMAL
1757;europea;NORMAL
1758;europeas;NORMAL
1759;europeo;NORMAL
1760;europeos;NORMAL
1761;euros;NORMAL
1762;eva;NORMAL
1763;evaluación;NORMAL
1764;evaluar;NORMAL
1765;evento;NORMAL
1766;evidencia;NORMAL
1767;evidente;NORMAL
1768;evidentemente;NORMAL
1769;evita;NORMAL
1770;evitar;NORMAL
1771;evolución;NORMAL
1772;ex;NORMAL
1773;exactamente;NORMAL
1774;examen;NORMAL
1775;excelencia;NORMAL
1776;excelente;NORMAL
1777;excepcional;NORMAL
1778;excepción;NORMAL
1779;excesiva;NORMAL
1780;exceso;NORMAL
1781;exclusiva;NORMAL
1782;exclusivamente;NORMAL
1783;exige;NORMAL
1784;exigencia;NORMAL
1785;exigencias;NORMAL
1786;exigir;NORMAL
1787;exilio;NORMAL
1788;existe;NORMAL
1789;existen;NORMAL
1790;existencia;NORMAL
1791;existente;NORMAL
1792;existentes;NORMAL
1793;existir;NORMAL
1794;existía;NORMAL
1795;expansión;NORMAL
1796;expectativas;NORMAL
1797;expediente;NORMAL
1798;experiencia;NORMAL
1799;experiencias;NORMAL
1800;experto;NORMAL
1801;expertos;NORMAL
1802;explica;NORMAL
1803;explicaciones;NORMAL
1804;explicación;NORMAL
1805;explicar;NORMAL
1806;explicó;NORMAL
1807;explosión;NORMAL
1808;explotación;NORMAL
1809;exportaciones;NORMAL
1810;exportación;NORMAL
1811;exposiciones;NORMAL
1812;exposición;NORMAL
1813;expresa;NORMAL
1814;expresar;NORMAL
1815;expresiones;NORMAL
1816;expresión;NORMAL
1817;expresó;NORMAL
1818;extensión;NORMAL
1819;exterior;NORMAL
1820;exteriores;NORMAL
1821;externa;NORMAL
1822;externo;NORMAL
1823;extiende;NORMAL
1824;extranjera;NORMAL
1825;extranjeras;NORMAL
1826;extranjero;NORMAL
1827;extranjeros;NORMAL
1828;extraordinaria;NORMAL
1829;extraordinario;NORMAL
1830;extraña;NORMAL
1831;extraño;NORMAL
1832;extrema;NORMAL
1833;extremo;NORMAL
1834;extremos;NORMAL
1835;f;INICIO
1836;fabricación;NORMAL
1837;facilidad;NORMAL
1838;facilitar;NORMAL
1839;factor;NORMAL
1840;factores;NORMAL
1841;facultad;NORMAL
1842;facultades;NORMAL
1843;fallo;NORMAL
1844;falsa;NORMAL
1845;falso;NORMAL
1846;falta;NORMAL
1847;faltaba;NORMAL
1848;faltan;NORMAL
1849;fama;NORMAL
1850;familia;NORMAL
1851;familiar;NORMAL
1852;familiares;NORMAL
1853;familias;NORMAL
1854;famosa;NORMAL
1855;famoso;NORMAL
1856;fantasía;NORMAL
1857;fase;NORMAL
1858;fases;NORMAL
1859;favor;NORMAL
1860;favorable;NORMAL
1861;fe;NORMAL
1862;febrero;NORMAL
1863;fecha;NORMAL
1864;fechas;NORMAL
1865;federación;NORMAL
1866;federal;NORMAL
1867;federico;NORMAL
1868;felices;NORMAL
1869;felicidad;NORMAL
1870;felipe;NORMAL
1871;feliz;NORMAL
1872;femenina;NORMAL
1873;femenino;NORMAL
1874;fenómeno;NORMAL
1875;fenómenos;NORMAL
1876;feria;NORMAL
1877;fernando;NORMAL
1878;fernández;NORMAL
1879;festival;NORMAL
1880;ficción;NORMAL
1881;fidel;NORMAL
1882;fiebre;NORMAL
1883;fiel;NORMAL
1884;fiesta;NORMAL
1885;fiestas;NORMAL
1886;fig;NORMAL
1887;figura;NORMAL
1888;figuran;NORMAL
1889;figuras;NORMAL
1890;fija;NORMAL
1891;fila;NORMAL
1892;filas;NORMAL
1893;film;NORMAL
1894;filme;NORMAL
1895;filosofía;NORMAL
1896;fin;NORMAL
1897;fina;NORMAL
1898;final;NORMAL
1899;finales;NORMAL
1900;finalidad;NORMAL
1901;finalmente;NORMAL
1902;financiación;NORMAL
1903;financiamiento;NORMAL
1904;financiera;NORMAL
1905;financieras;NORMAL
1906;financiero;NORMAL
1907;financieros;NORMAL
1908;finanzas;NORMAL
1909;fines;NORMAL
1910;firma;NORMAL
1911;firmado;NORMAL
1912;firmas;NORMAL
1913;firme;NORMAL
1914;fiscal;NORMAL
1915;fiscales;NORMAL
1916;fiscalía;NORMAL
1917;flor;NORMAL
1918;flores;NORMAL
1919;florida;NORMAL
1920;flujo;NORMAL
1921;fomento;NORMAL
1922;fondo;NORMAL
1923;fondos;NORMAL
1924;forma;NORMAL
1925;formación;NORMAL
1926;formada;NORMAL
1927;formado;NORMAL
1928;formal;NORMAL
1929;forman;NORMAL
1930;formando;NORMAL
1931;formar;NORMAL
1932;formas;NORMAL
1933;formato;NORMAL
1934;foro;NORMAL
1935;fortaleza;NORMAL
1936;fortuna;NORMAL
1937;foto;NORMAL
1938;fotografía;NORMAL
1939;fotografías;NORMAL
1940;fotos;NORMAL
1941;fracaso;NORMAL
1942;fraga;NORMAL
1943;francesa;NORMAL
1944;franceses;NORMAL
1945;francia;NORMAL
1946;francisco;NORMAL
1947;franco;NORMAL
1948;francés;NORMAL
1949;frase;NORMAL
1950;frases;NORMAL
1951;fraude;NORMAL
1952;fray;NORMAL
1953;frecuencia;NORMAL
1954;frecuente;NORMAL
1955;frecuentemente;NORMAL
1956;frecuentes;NORMAL
1957;frente;NORMAL
1958;fresco;NORMAL
1959;frontera;NORMAL
1960;fronteras;NORMAL
1961;frutas;NORMAL
1962;fruto;NORMAL
1963;frutos;NORMAL
1964;fría;NORMAL
1965;frío;NORMAL
1966;fue;NORMAL
1967;fuego;NORMAL
1968;fuente;NORMAL
1969;fuentes;NORMAL
1970;fuera;NORMAL
1971;fueran;NORMAL
1972;fueron;NORMAL
1973;fuerte;NORMAL
1974;fuertes;NORMAL
1975;fuerza;NORMAL
1976;fuerzas;NORMAL
1977;fuese;NORMAL
1978;fuga;NORMAL
1979;fui;NORMAL
1980;fuimos;NORMAL
1981;fujimori;NORMAL
1982;funciona;NORMAL
1983;funcional;NORMAL
1984;funcionamiento;NORMAL
1985;funcionario;NORMAL
1986;funcionarios;NORMAL
1987;funciones;NORMAL
1988;función;NORMAL
1989;fundación;NORMAL
1990;fundamental;NORMAL
1991;fundamentales;NORMAL
1992;fundamentalmente;NORMAL
1993;fundamento;NORMAL
1994;fusión;NORMAL
1995;futura;NORMAL
1996;futuro;NORMAL
1997;fábrica;NORMAL
1998;fácil;NORMAL
1999;fácilmente;NORMAL
2000;félix;NORMAL
2001;física;NORMAL
2002;físicas;NORMAL
2003;físico;NORMAL
2004;físicos;NORMAL
2005;fórmula;NORMAL
2006;fórmulas;NORMAL
2007;fútbol;NORMAL
2008;g;INICIO
2009;gabinete;NORMAL
2010;gabriel;NORMAL
2011;gal;NORMAL
2012;gala;NORMAL
2013;galería;NORMAL
2014;galicia;NORMAL
2015;gallego;NORMAL
2016;gana;NORMAL
2017;ganado;NORMAL
2018;ganador;NORMAL
2019;ganar;NORMAL
2020;ganas;NORMAL
2021;ganó;NORMAL
2022;garantizar;NORMAL
2023;garantía;NORMAL
2024;garantías;NORMAL
2025;garcía;NORMAL
2026;garganta;NORMAL
2027;gas;NORMAL
2028;gasto;NORMAL
2029;gastos;NORMAL
2030;gato;NORMAL
2031;genera;NORMAL
2032;generaciones;NORMAL
2033;generación;NORMAL
2034;general;NORMAL
2035;generales;NORMAL
2036;generalitat;NORMAL
2037;generalmente;NORMAL
2038;generar;NORMAL
2039;genes;NORMAL
2040;genio;NORMAL
2041;gente;NORMAL
2042;gentes;NORMAL
2043;genética;NORMAL
2044;geografía;NORMAL
2045;george;NORMAL
2046;gerardo;NORMAL
2047;gerente;NORMAL
2048;gestión;NORMAL
2049;gesto;NORMAL
2050;gestos;NORMAL
2051;gil;NORMAL
2052;gira;NORMAL
2053;giro;NORMAL
2054;global;NORMAL
2055;gloria;NORMAL
2056;gobernador;NORMAL
2057;gobierno;NORMAL
2058;gobiernos;NORMAL
2059;gol;NORMAL
2060;goles;NORMAL
2061;golpe;NORMAL
2062;golpes;NORMAL
2063;gonzalo;NORMAL
2064;gonzález;NORMAL
2065;gracia;NORMAL
2066;gracias;NORMAL
2067;grado;NORMAL
2068;grados;NORMAL
2069;gramos;NORMAL
2070;gran;NORMAL
2071;granada;NORMAL
2072;grande;NORMAL
2073;grandes;NORMAL
2074;grasa;NORMAL
2075;grasas;NORMAL
2076;grave;NORMAL
2077;gravedad;NORMAL
2078;graves;NORMAL
2079;grecia;NORMAL
2080;gregorio;NORMAL
2081;griego;NORMAL
2082;gris;NORMAL
2083;grito;NORMAL
2084;gritos;NORMAL
2085;gritó;NORMAL
2086;grupo;NORMAL
2087;grupos;NORMAL
2088;gráfico;NORMAL
2089;guarda;NORMAL
2090;guardar;NORMAL
2091;guardia;NORMAL
2092;guardias;NORMAL
2093;guatemala;NORMAL
2094;gubernamental;NORMAL
2095;gubernamentales;NORMAL
2096;guerra;NORMAL
2097;guerras;NORMAL
2098;guerrero;NORMAL
2099;guerrilla;NORMAL
2100;guerrilleros;NORMAL
2101;guillermo;NORMAL
2102;guión;NORMAL
2103;gusta;NORMAL
2104;gustaba;NORMAL
2105;gustaría;NORMAL
2106;gustavo;NORMAL
2107;gusto;NORMAL
2108;gutiérrez;NORMAL
2109;guzmán;NORMAL
2110;guía;NORMAL
2111;género;NORMAL
2112;gómez;NORMAL
2113;h;INICIO
2114;ha;NORMAL
2115;habana;NORMAL
2116;haber;NORMAL
2117;haberse;NORMAL
2118;habido;NORMAL
2119;habilidad;NORMAL
2120;habitaciones;NORMAL
2121;habitación;NORMAL
2122;habitantes;NORMAL
2123;habitual;NORMAL
2124;habituales;NORMAL
2125;habitualmente;NORMAL
2126;habla;NORMAL
2127;hablaba;NORMAL
2128;hablado;NORMAL
2129;hablamos;NORMAL
2130;hablan;NORMAL
2131;hablando;NORMAL
2132;hablar;NORMAL
2133;habló;NORMAL
2134;habrá;NORMAL
2135;habría;NORMAL
2136;habrían;NORMAL
2137;había;NORMAL
2138;habíamos;NORMAL
2139;habían;NORMAL
2140;hace;NORMAL
2141;hacemos;NORMAL
2142;hacen;NORMAL
2143;hacer;NORMAL
2144;hacerle;NORMAL
2145;hacerlo;NORMAL
2146;hacerse;NORMAL
2147;haces;NORMAL
2148;hacienda;NORMAL
2149;haciendo;NORMAL
2150;hacía;NORMAL
2151;hacían;NORMAL
2152;haga;NORMAL
2153;hagan;NORMAL
2154;hago;NORMAL
2155;halla;NORMAL
2156;hambre;NORMAL
2157;han;NORMAL
2158;harina;NORMAL
2159;hará;NORMAL
2160;harán;NORMAL
2161;haría;NORMAL
2162;has;NORMAL
2163;hasta;NORMAL
2164;hay;NORMAL
2165;haya;NORMAL
2166;hayan;NORMAL
2167;he;NORMAL
2168;hecha;NORMAL
2169;hechas;NORMAL
2170;hecho;NORMAL
2171;hechos;NORMAL
2172;hectáreas;NORMAL
2173;hemos;NORMAL
2174;herencia;NORMAL
2175;herida;NORMAL
2176;heridas;NORMAL
2177;herido;NORMAL
2178;heridos;NORMAL
2179;hermana;NORMAL
2180;hermanas;NORMAL
2181;hermano;NORMAL
2182;hermanos;NORMAL
2183;hermosa;NORMAL
2184;hermoso;NORMAL
2185;hernández;NORMAL
2186;herramientas;NORMAL
2187;herrera;NORMAL
2188;hice;NORMAL
2189;hiciera;NORMAL
2190;hicieron;NORMAL
2191;hielo;NORMAL
2192;hierro;NORMAL
2193;hija;NORMAL
2194;hijas;NORMAL
2195;hijo;NORMAL
2196;hijos;NORMAL
2197;hilo;NORMAL
2198;hipótesis;NORMAL
2199;historia;NORMAL
2200;historias;NORMAL
2201;histórica;NORMAL
2202;histórico;NORMAL
2203;históricos;NORMAL
2204;hizo;NORMAL
2205;hogar;NORMAL
2206;hoja;NORMAL
2207;hojas;NORMAL
