NUMERO;PALABRA
2103;gusta
2104;gustaba
2105;gustaría
2106;gustavo
2107;gusto
2108;gutiérrez
2109;guzmán
2110;guía
2111;género
2112;gómez
2113;h
2114;ha
2115;habana
2116;haber
2117;haberse
2118;habido
2119;habilidad
2120;habitaciones
2121;habitación
2122;habitantes
2123;habitual
2124;habituales
2125;habitualmente
2126;habla
2127;hablaba
2128;hablado
2129;hablamos
2130;hablan
2131;hablando
2132;hablar
2133;habló
2134;habrá
2135;habría
2136;habrían
2137;había
2138;habíamos
2139;habían
2140;hace
2141;hacemos
2142;hacen
2143;hacer
2144;hacerle
2145;hacerlo
2146;hacerse
2147;haces
2148;hacienda
2149;haciendo
2150;hacía
2151;hacían
2152;haga
2153;hagan
2154;hago
2155;halla
2156;hambre
2157;han
2158;harina
2159;hará
2160;harán
2161;haría
2162;has
2163;hasta
2164;hay
2165;haya
2166;hayan
2167;he
2168;hecha
2169;hechas
2170;hecho
2171;hechos
2172;hectáreas
2173;hemos
2174;herencia
2175;herida
2176;heridas
2177;herido
2178;heridos
2179;hermana
2180;hermanas
2181;hermano
2182;hermanos
2183;hermosa
2184;hermoso
2185;hernández
2186;herramientas
2187;herrera
2188;hice
2189;hiciera
2190;hicieron
2191;hielo
2192;hierro
2193;hija
2194;hijas
2195;hijo
2196;hijos
2197;hilo
2198;hipótesis
2199;historia
2200;historias
2201;histórica
2202;histórico
2203;históricos
2204;hizo
2205;hogar
2206;hoja
2207;hojas
2208;holanda
2209;hombre
2210;hombres
2211;hombro
2212;hombros
2213;homenaje
2214;honduras
2215;honor
2216;hora
2217;horario
2218;horas
2219;horizonte
2220;horno
2221;horror
2222;hospital
2223;hospitales
2224;hotel
2225;hoteles
2226;hoy
2227;hubiera
2228;hubieran
2229;hubiese
2230;hubo
2231;huelga
2232;hueso
2233;huesos
2234;huevo
2235;huevos
2236;hugo
2237;huir
2238;humana
2239;humanas
2240;humanidad
2241;humano
2242;humanos
2243;humedad
2244;humo
2245;humor
2246;hábitos
2247;héctor
2248;héroe
2249;iba
2250;iban
2251;idea
2252;ideal
2253;ideas
2254;identidad
2255;identificación
2256;identificar
2257;ideología
2258;idioma
2259;ido
2260;iglesia
2261;iglesias
2262;ignacio
2263;igual
2264;igualdad
2265;iguales
2266;igualmente
2267;ii
2268;iii
2269;ilegal
2270;ilusión
2271;imagen
2272;imaginación
2273;imaginar
2274;impacto
2275;impedir
2276;imperio
2277;impide
2278;implica
2279;impone
2280;imponer
2281;importa
2282;importancia
2283;importante
2284;importantes
2285;imposible
2286;imprescindible
2287;impresión
2288;impuesto
2289;impuestos
2290;impulso
2291;impuso
2292;imágenes
2293;incapacidad
2294;incapaz
2295;incendio
2296;incertidumbre
2297;incidencia
2298;incidente
2299;incluido
2300;incluidos
2301;incluir
2302;incluso
2303;incluye
2304;incluyen
2305;incluyendo
2306;incorporación
2307;incrementar
2308;incremento
2309;increíble
2310;independencia
2311;independiente
2312;independientes
2313;india
2314;indica
2315;indican
2316;indicar
2317;indicó
2318;indio
2319;indios
2320;indispensable
2321;individual
2322;individuales
2323;individuo
2324;individuos
2325;industria
2326;industrial
2327;industriales
2328;industrias
2329;indígena
2330;indígenas
2331;inevitable
2332;infancia
2333;infantil
2334;infección
2335;inferior
2336;inferiores
2337;infierno
2338;inflación
2339;influencia
2340;informa
2341;informaciones
2342;información
2343;informar
2344;informe
2345;informes
2346;informática
2347;informó
2348;infraestructura
2349;ingeniero
2350;ingeniería
2351;inglaterra
2352;inglesa
2353;ingleses
2354;inglés
2355;ingredientes
2356;ingreso
2357;ingresos
2358;inicia
2359;iniciado
2360;inicial
2361;inicialmente
2362;iniciar
2363;iniciativa
2364;iniciativas
2365;inicio
2366;inició
2367;inmediata
2368;inmediatamente
2369;inmediato
2370;inmensa
2371;inmigrantes
2372;inocente
2373;inquietud
2374;insiste
2375;insistió
2376;inspección
2377;instalaciones
2378;instalación
2379;instalado
2380;instancia
2381;instante
2382;institucional
2383;instituciones
2384;institución
2385;instituto
2386;instrucciones
2387;instrucción
2388;instrumento
2389;instrumentos
2390;integración
2391;integrado
2392;integral
2393;integrantes
2394;intelectual
2395;intelectuales
2396;inteligencia
2397;inteligente
2398;intenciones
2399;intención
2400;intensa
2401;intensidad
2402;intenso
2403;intenta
2404;intentando
2405;intentar
2406;intento
2407;intentos
2408;intentó
2409;intercambio
2410;interesa
2411;interesado
2412;interesados
2413;interesante
2414;interesantes
2415;intereses
2416;interior
2417;interna
2418;internacional
2419;internacionales
2420;internas
2421;internet
2422;interno
2423;internos
2424;interpretación
2425;interpretar
2426;intervenciones
2427;intervención
2428;intervenir
2429;interés
2430;intimidad
2431;introducción
2432;introducir
2433;intérpretes
2434;invasión
2435;inversiones
2436;inversión
2437;investigaciones
2438;investigación
2439;investigadores
2440;investigar
2441;invierno
2442;invitación
2443;invitado
2444;invitados
2445;inés
2446;inútil
2447;ir
2448;ira
2449;irak
2450;irene
2451;irse
2452;irá
2453;irán
2454;isabel
2455;isla
2456;islas
2457;israel
2458;israelí
2459;italia
2460;italiana
2461;italiano
2462;italianos
2463;izquierda
2464;izquierdo
2465;jaime
2466;james
2467;jamás
2468;japón
2469;jardines
2470;jardín
2471;javier
2472;jean
2473;jefe
2474;jefes
2475;jesús
2476;jiménez
2477;joan
2478;joaquín
2479;john
2480;jordi
2481;jorge
2482;jornada
2483;jornadas
2484;josep
2485;josé
2486;joven
2487;juan
2488;juana
2489;judicial
2490;judiciales
2491;judíos
2492;jueces
2493;juega
2494;juego
2495;juegos
2496;jueves
2497;juez
2498;jugador
2499;jugadores
2500;jugando
2501;jugar
2502;jugo
2503;jugó
2504;juicio
2505;julio
2506;julián
2507;junio
2508;junta
2509;juntas
2510;junto
2511;juntos
2512;jurado
2513;jurídica
2514;jurídico
2515;justa
2516;justamente
2517;justicia
2518;justificar
2519;justo
2520;juvenil
2521;juventud
2522;juzgado
2523;jóvenes
2524;k
2525;kg
2526;kilos
2527;kilómetros
2528;km
2529;labios
2530;labor
2531;laboral
2532;laborales
2533;laboratorio
2534;labores
2535;lado
2536;lados
2537;lago
2538;lanza
2539;lanzó
2540;larga
2541;largas
2542;largo
2543;largos
2544;latina
2545;laura
2546;lección
2547;leche
2548;lector
2549;lectores
2550;lectura
2551;lee
2552;leer
2553;legal
2554;legales
2555;legislación
2556;lejano
2557;lejos
2558;lengua
2559;lenguaje
2560;lenguas
2561;lenta
2562;lentamente
2563;lento
2564;lesiones
2565;lesión
2566;letra
2567;letras
2568;levanta
2569;levantar
2570;levantó
2571;leve
2572;ley
2573;leyenda
2574;leyes
2575;leído
2576;león
2577;liberación
2578;liberal
2579;liberales
2580;libertad
2581;libertades
2582;libre
2583;libres
2584;libro
2585;libros
2586;licenciado
2587;liga
2588;ligeramente
2589;lima
2590;limitaciones
2591;limitado
2592;limpia
2593;limpieza
2594;limpio
2595;limón
2596;lista
2597;listas
2598;listo
2599;literaria
2600;literario
2601;literatura
2602;llama
2603;llamaba
2604;llamada
2605;llamadas
2606;llamado
2607;llamados
2608;llaman
2609;llamar
2610;llamas
2611;llamó
2612;llave
2613;llega
2614;llegaba
2615;llegada
2616;llegado
2617;llegamos
2618;llegan
2619;llegando
2620;llegar
2621;llegaron
2622;llegue
2623;llegué
2624;llegó
2625;llena
2626;lleno
2627;lleva
2628;llevaba
2629;llevaban
2630;llevado
2631;llevan
2632;llevando
2633;llevar
2634;llevaron
2635;llevará
2636;llevo
2637;llevó
2638;llorar
2639;lluvia
2640;lluvias
2641;loca
2642;local
2643;locales
2644;localidad
2645;loco
2646;locura
2647;logra
2648;logrado
2649;lograr
2650;lograron
2651;logró
2652;londres
2653;longitud
2654;lorenzo
2655;luces
2656;lucha
2657;luchar
2658;lucía
2659;luego
2660;lugar
2661;lugares
2662;luis
2663;luisa
2664;lujo
2665;luna
2666;lunes
2667;luz
2668;lágrimas
2669;líder
2670;líderes
2671;límite
2672;límites
2673;línea
2674;líneas
2675;líquido
2676;lógica
2677;lógico
2678;lópez
2679;m
2680;madera
2681;madre
2682;madres
2683;madrid
2684;madrileño
2685;madrugada
2686;maestro
2687;maestros
2688;magistrado
2689;magnitud
2690;majestad
2691;mal
2692;mala
2693;malas
2694;malo
2695;malos
2696;mamá
2697;mancha
2698;mandatario
2699;mandato
2700;mando
2701;manejar
2702;manejo
2703;manera
2704;maneras
2705;manifestaciones
2706;manifestación
2707;manifestó
2708;manifiesta
2709;manifiesto
2710;mano
2711;manos
2712;manteca
2713;mantener
2714;mantenerse
2715;mantenido
2716;mantenimiento
2717;mantenía
2718;mantiene
2719;mantienen
2720;mantuvo
2721;manuel
2722;mapa
2723;mar
2724;marca
2725;marcado
2726;marcas
2727;marcha
2728;marco
2729;marcos
2730;margarita
2731;margen
2732;mariana
2733;mariano
2734;marido
2735;marina
2736;mario
2737;marqués
2738;marruecos
2739;marta
2740;martes
2741;martín
2742;martínez
2743;mary
2744;marzo
2745;maría
2746;mas
2747;masa
2748;masas
2749;masculino
2750;mata
2751;matar
2752;materia
2753;material
2754;materiales
2755;materias
2756;matrimonio
2757;max
2758;mayo
2759;mayor
2760;mayores
2761;mayoría
2762;maíz
2763;mañana
2764;mecanismo
2765;mecanismos
2766;mecánica
2767;medalla
2768;media
2769;mediados
2770;medias
2771;medicamentos
2772;medicina
2773;medida
2774;medidas
2775;medina
2776;medio
2777;mediodía
2778;medios
2779;medir
2780;mediterráneo
2781;mejor
2782;mejora
2783;mejorar
2784;mejores
2785;memoria
2786;memorias
2787;mencionado
2788;mendoza
2789;menem
2790;menor
2791;menores
2792;menos
2793;mensaje
2794;mensajes
2795;mental
2796;mentales
2797;mente
2798;mentira
2799;menudo
2800;mercado
2801;mercados
2802;mercedes
2803;merece
2804;mes
2805;mesa
2806;mesas
2807;meses
2808;meta
2809;metal
2810;metido
2811;metro
2812;metros
2813;mexicana
2814;mexicano
2815;mexicanos
2816;mezcla
2817;miami
2818;michael
2819;miedo
2820;miel
2821;miembro
2822;miembros
2823;mierda
2824;miguel
2825;milagro
2826;militantes
2827;militar
2828;militares
2829;millones
2830;millón
2831;minas
2832;minerales
2833;ministerio
2834;ministra
2835;ministro
2836;ministros
2837;minuto
2838;minutos
2839;mira
2840;miraba
2841;mirada
2842;miradas
2843;mirando
2844;mirar
2845;mire
2846;miró
2847;misa
2848;miseria
2849;misión
2850;misterio
2851;mitad
2852;mito
2853;miércoles
2854;moda
2855;modalidad
2856;modelo
2857;modelos
2858;moderna
2859;moderno
2860;modernos
2861;modificaciones
2862;modificación
2863;modificar
2864;modo
2865;modos
2866;molina
2867;momento
2868;momentos
2869;monarquía
2870;moneda
2871;monetaria
2872;montaje
2873;montaña
2874;montañas
2875;monte
2876;moral
2877;morales
2878;moreno
2879;morir
2880;mortalidad
2881;moscú
2882;mostrado
2883;mostrar
2884;mostró
2885;motivo
2886;motivos
2887;motor
2888;moverse
2889;movimiento
2890;movimientos
2891;muchacha
2892;muchacho
2893;muchachos
2894;mucho
2895;muebles
2896;muere
2897;muerta
2898;muerte
2899;muerto
2900;muertos
2901;muestra
2902;muestran
2903;muestras
2904;mueve
2905;mujer
2906;mujeres
2907;multitud
2908;mundial
2909;mundo
2910;municipal
2911;municipales
2912;municipio
2913;municipios
2914;murcia
2915;murieron
2916;murió
2917;muro
2918;muros
2919;museo
2920;musical
2921;musicales
2922;muy
2923;muñoz
2924;málaga
2925;máquina
2926;máquinas
2927;más
2928;máxima
2929;máximo
2930;médica
2931;médico
2932;médicos
2933;método
2934;métodos
2935;méxico
2936;mínima
2937;mínimo
2938;mínimos
2939;móvil
2940;múltiples
2941;músculos
2942;música
2943;músicos
2944;n
2945;nace
2946;nacer
2947;nacido
2948;nacimiento
2949;nacional
2950;nacionales
2951;nacionalidad
2952;nacionalista
2953;nacionalistas
2954;naciones
2955;nació
2956;nación
2957;naranja
2958;narcotráfico
2959;nariz
2960;natural
2961;naturales
2962;naturaleza
2963;naturalmente
2964;navarra
2965;navarro
2966;nave
2967;navidad
2968;necesaria
2969;necesariamente
2970;necesarias
2971;necesario
2972;necesarios
2973;necesidad
2974;necesidades
2975;necesita
2976;necesitaba
2977;necesitan
2978;necesito
2979;negativa
2980;negativo
2981;negociaciones
2982;negociación
2983;negociar
2984;negocio
2985;negocios
2986;negra
2987;negras
2988;negro
2989;negros
2990;negó
2991;nervios
2992;nerviosa
2993;nervioso
2994;new
2995;nicaragua
2996;nicolás
2997;niega
2998;nieve
2999;nivel
3000;niveles
3001;niña
3002;niñas
3003;niño
3004;niños
3005;no
3006;noble
3007;noche
3008;noches
3009;noción
3010;nombrado
3011;nombramiento
3012;nombre
3013;nombres
3014;norma
3015;normal
3016;normales
3017;normalmente
3018;normas
3019;normativa
3020;norte
3021;norteamericana
3022;norteamericano
3023;norteamericanos
3024;nota
3025;notable
3026;notables
3027;notas
3028;noticia
3029;noticias
3030;novedad
3031;novela
3032;novelas
3033;novia
3034;noviembre
3035;novio
3036;nubes
3037;nuclear
3038;nueva
3039;nuevamente
3040;nuevas
3041;nuevo
3042;nuevos
3043;numerosas
3044;numerosos
3045;nunca
3046;núcleo
3047;número
3048;números
3049;núñez
3050;obispo
3051;objetivo
3052;objetivos
3053;objeto
3054;objetos
3055;obliga
3056;obligaciones
3057;obligación
3058;obligado
3059;obra
3060;obras
3061;obrero
3062;obreros
3063;observa
3064;observaciones
3065;observación
3066;observar
3067;observó
3068;obstante
3069;obtención
3070;obtener
3071;obtenido
3072;obtenidos
3073;obtiene
3074;obtuvo
3075;obviamente
3076;ocasiones
3077;ocasión
3078;occidental
3079;occidente
3080;octubre
3081;oculta
3082;ocupa
3083;ocupación
3084;ocupado
3085;ocupar
3086;ocurre
3087;ocurrido
3088;ocurrir
3089;ocurrió
3090;odio
3091;oeste
3092;of
3093;ofensiva
3094;oferta
3095;oficial
3096;oficiales
3097;oficialmente
3098;oficina
3099;oficinas
3100;oficio
3101;ofrece
3102;ofrecen
3103;ofrecer
3104;ofreció
3105;oh
3106;ojo
3107;ojos
3108;oliva
3109;olor
3110;olvidado
3111;olvidar
3112;olvido
3113;onda
3114;onu
3115;opciones
3116;opción
3117;operaciones
3118;operación
3119;operativo
3120;opiniones
3121;opinión
3122;oportunidad
3123;oportunidades
3124;oposición
3125;oral
3126;orden
3127;ordenador
3128;ordenó
3129;oreja
3130;orejas
3131;organismo
3132;organismos
3133;organizaciones
3134;organización
3135;organizado
3136;organizar
3137;orgullo
3138;orgánica
3139;orientación
3140;oriental
3141;oriente
3142;origen
3143;original
3144;originales
3145;orilla
3146;oro
3147;orquesta
3148;ortega
3149;ortiz
3150;orígenes
3151;oscar
3152;oscura
3153;oscuridad
3154;oscuro
3155;otan
3156;otoño
3157;oviedo
3158;oxígeno
3159;oye
3160;oyó
3161;oído
3162;oír
3163;pablo
3164;paciencia
3165;paciente
3166;pacientes
3167;paco
3168;pacto
3169;pacífico
3170;padre
3171;padres
3172;paga
3173;pagar
3174;pago
3175;pagos
3176;paisaje
3177;palabra
3178;palabras
3179;palacio
3180;palma
3181;palmas
3182;paloma
3183;pan
3184;panamá
3185;panorama
3186;pantalla
3187;papa
3188;papel
3189;papeles
3190;papá
3191;paquete
3192;par
3193;paraguay
3194;parar
3195;paraíso
3196;parcial
3197;parece
3198;parecen
3199;parecer
3200;parecido
3201;pareció
3202;parecía
3203;parecían
3204;pared
3205;paredes
3206;pareja
3207;parejas
3208;parlamentaria
3209;parlamentario
3210;parlamentarios
3211;parlamento
3212;paro
3213;parque
3214;parte
3215;partes
3216;participación
3217;participan
3218;participantes
3219;participar
3220;participaron
3221;particular
3222;particulares
3223;particularmente
3224;partida
3225;partido
3226;partidos
3227;partir
3228;parto
3229;parís
3230;pasa
3231;pasaba
3232;pasada
3233;pasado
3234;pasados
3235;pasajeros
3236;pasan
3237;pasando
3238;pasar
3239;pasaron
3240;pase
3241;paseo
3242;pasillo
3243;pasión
3244;paso
3245;pasos
3246;pasta
3247;pasó
3248;patas
3249;patio
3250;patria
3251;patrimonio
3252;patrón
3253;paul
3254;pausa
3255;paz
3256;país
3257;países
3258;pecado
3259;pecho
3260;pedido
3261;pedir
3262;pedro
3263;pelea
3264;peligro
3265;peligroso
3266;pelo
3267;pelota
3268;película
3269;películas
3270;pena
3271;penal
3272;penas
3273;pendiente
3274;pendientes
3275;pensaba
3276;pensado
3277;pensamiento
3278;pensamientos
3279;pensando
3280;pensar
3281;pensiones
3282;pensé
3283;pensó
3284;península
3285;peor
3286;pepe
3287;pequeña
3288;pequeñas
3289;pequeño
3290;pequeños
3291;percepción
3292;perder
3293;perdida
3294;perdido
3295;perdió
3296;perdón
3297;perfección
3298;perfecta
3299;perfectamente
3300;perfecto
3301;perfil
3302;periodismo
3303;periodista
3304;periodistas
3305;periodo
3306;periódico
3307;periódicos
3308;permanece
3309;permanecer
3310;permanencia
3311;permanente
3312;permiso
3313;permita
3314;permitan
3315;permite
3316;permiten
3317;permitido
3318;permitir
3319;permitirá
3320;permitió
3321;permitía
3322;perro
3323;perros
3324;persona
3325;personaje
3326;personajes
3327;personal
3328;personales
3329;personalidad
3330;personalidades
3331;personalmente
3332;personas
3333;perspectiva
3334;perspectivas
3335;pertenece
3336;pertenecen
3337;período
3338;períodos
3339;perú
3340;pesar
3341;pesca
3342;pescado
3343;pese
3344;pesetas
3345;peso
3346;pesos
3347;petición
3348;petróleo
3349;peña
3350;piano
3351;pico
3352;pide
3353;piden
3354;pidió
3355;pie
3356;piedra
3357;piedras
3358;piel
3359;piensa
3360;piensan
3361;pienso
3362;pierde
3363;pierna
3364;piernas
3365;pies
3366;pieza
3367;piezas
3368;pilar
3369;piloto
3370;pimienta
3371;pinochet
3372;pintor
3373;pintura
3374;pinturas
3375;piso
3376;pista
3377;pistola
3378;placer
3379;plan
3380;planes
3381;planeta
3382;planificación
3383;plano
3384;planos
3385;planta
3386;plantas
3387;plantea
3388;planteamiento
3389;planteamientos
3390;plantilla
3391;plata
3392;plataforma
3393;plato
3394;platos
3395;playa
3396;plaza
3397;plazas
3398;plazo
3399;plena
3400;plenamente
3401;pleno
3402;plástico
3403;pnv
3404;poblaciones
3405;población
3406;pobre
3407;pobres
3408;pobreza
3409;poco
3410;podemos
3411;poder
3412;poderes
3413;poderoso
3414;podido
3415;podrá
3416;podrán
3417;podría
3418;podríamos
3419;podrían
3420;podía
3421;podían
3422;poema
3423;poemas
3424;poesía
3425;poeta
3426;poetas
3427;policial
3428;policiales
3429;policía
3430;policías
3431;pollo
3432;polvo
3433;polémica
3434;política
3435;políticas
3436;político
3437;políticos
3438;pone
3439;ponen
3440;poner
3441;ponerse
3442;ponga
3443;poniendo
3444;ponía
3445;popular
3446;populares
3447;porcentaje
3448;portavoz
3449;portugal
3450;posee
3451;poseen
3452;posesión
3453;posibilidad
3454;posibilidades
3455;posible
3456;posiblemente
3457;posibles
3458;posiciones
3459;posición
3460;positiva
3461;positivo
3462;positivos
3463;posterior
3464;posteriores
3465;posteriormente
3466;postura
3467;potencia
3468;potencial
3469;pp
3470;prado
3471;precio
3472;precios
3473;precisa
3474;precisamente
3475;precisión
3476;preciso
3477;precisó
3478;prefiere
3479;pregunta
3480;preguntar
3481;preguntas
3482;pregunté
3483;preguntó
3484;premio
3485;premios
3486;prensa
3487;preocupa
3488;preocupación
3489;preocupado
3490;prepara
3491;preparación
3492;preparado
3493;preparar
3494;presa
3495;presencia
3496;presenta
3497;presentación
3498;presentada
3499;presentado
3500;presentan
3501;presentar
3502;presentaron
3503;presentarse
3504;presente
3505;presentes
3506;presentó
3507;presidencia
3508;presidencial
3509;presidente
3510;presidentes
3511;presiones
3512;presión
3513;presos
3514;prestigio
3515;presupuesto
3516;presupuestos
3517;pretende
3518;pretenden
3519;pretendía
3520;prevención
3521;previa
3522;previamente
3523;previo
3524;prevista
3525;previsto
3526;prevé
3527;pri
3528;prima
3529;primaria
3530;primavera
3531;primer
3532;primera
3533;primeras
3534;primero
3535;primeros
3536;primo
3537;principal
3538;principales
3539;principalmente
3540;principio
3541;principios
3542;prisa
3543;prisión
3544;privada
3545;privadas
3546;privado
3547;privados
3548;probable
3549;probablemente
3550;probar
3551;problema
3552;problemas
3553;problemática
3554;procede
3555;procedente
3556;procedentes
3557;proceder
3558;procedimiento
3559;procedimientos
3560;proceso
3561;procesos
3562;producción
3563;produce
3564;producen
3565;producido
3566;producir
3567;producirse
3568;productividad
3569;producto
3570;productor
3571;productores
3572;productos
3573;produjo
3574;profesional
3575;profesionales
3576;profesión
3577;profesor
3578;profesores
3579;profunda
3580;profundamente
3581;profundidad
3582;profundo
3583;programa
3584;programación
3585;programas
3586;progreso
3587;promedio
3588;promesa
3589;promoción
3590;promover
3591;pronto
3592;propaganda
3593;propia
3594;propias
3595;propiedad
3596;propiedades
3597;propietario
3598;propietarios
3599;propios
3600;propone
3601;proporciona
3602;proporción
3603;propuesta
3604;propuestas
3605;propuesto
3606;propuso
3607;propósito
3608;protagonista
3609;protagonistas
3610;protección
3611;proteger
3612;protesta
3613;protestas
3614;proteínas
3615;provincia
3616;provincial
3617;provincias
3618;provisional
3619;provoca
3620;provocado
3621;provocar
3622;provocó
3623;proyección
3624;proyecto
3625;proyectos
3626;prueba
3627;pruebas
3628;práctica
3629;prácticamente
3630;prácticas
3631;príncipe
3632;próxima
3633;próximas
3634;próximo
3635;próximos
3636;psicología
3637;psoe
3638;publicaciones
3639;publicación
3640;publicada
3641;publicado
3642;publicidad
3643;publicó
3644;pude
3645;pudiera
3646;pudieran
3647;pudieron
3648;pudo
3649;pueblo
3650;pueblos
3651;pueda
3652;puedan
3653;puede
3654;pueden
3655;puedes
3656;puedo
3657;puente
3658;puerta
3659;puertas
3660;puerto
3661;puesta
3662;puesto
3663;puestos
3664;pujol
3665;punta
3666;punto
3667;puntos
3668;pura
3669;puro
3670;pusieron
3671;puso
3672;puta
3673;pág
3674;página
3675;páginas
3676;pájaros
3677;párrafo
3678;pérdida
3679;pérdidas
3680;pérez
3681;pública
3682;públicamente
3683;públicas
3684;público
3685;públicos
3686;queda
3687;quedaba
3688;quedaban
3689;quedado
3690;quedan
3691;quedando
3692;quedar
3693;quedaron
3694;quedarse
3695;quedará
3696;quede
3697;quedó
3698;queremos
3699;querer
3700;querido
3701;quería
3702;querían
3703;queso
3704;quiera
3705;quiere
3706;quieren
3707;quieres
3708;quiero
3709;quinta
3710;quinto
3711;quisiera
3712;quiso
3713;quito
3714;quizá
3715;quizás
3716;quiénes
3717;química
3718;rabia
3719;racional
3720;radical
3721;radio
3722;rafael
3723;rama
3724;ramas
3725;ramos
3726;ramírez
3727;ramón
3728;rango
3729;rapidez
3730;rara
3731;raro
3732;rasgos
3733;rato
3734;rayo
3735;rayos
3736;raza
3737;razonable
3738;razones
3739;razón
3740;raíces
3741;raíz
3742;raúl
3743;reacciones
3744;reacción
3745;reagan
3746;real
3747;reales
3748;realidad
3749;realiza
3750;realización
3751;realizada
3752;realizadas
3753;realizado
3754;realizados
3755;realizan
3756;realizando
3757;realizar
3758;realizaron
3759;realizará
3760;realizó
3761;realmente
3762;recepción
3763;rechazo
3764;recibe
3765;reciben
3766;recibido
3767;recibieron
3768;recibir
3769;recibió
3770;reciente
3771;recientemente
3772;recientes
3773;recinto
3774;recién
3775;recoge
3776;recoger
3777;reconoce
3778;reconocer
3779;reconocido
3780;reconocimiento
3781;reconoció
3782;recordaba
3783;recordar
3784;recordó
3785;recorrer
3786;recorrido
3787;recta
3788;rector
3789;recuerda
3790;recuerdo
3791;recuerdos
3792;recuperación
3793;recuperar
3794;recurrir
3795;recurso
3796;recursos
3797;red
3798;redacción
3799;redes
3800;redondo
3801;reducción
3802;reduce
3803;reducido
3804;reducir
3805;referencia
3806;referencias
3807;referente
3808;refiere
3809;refleja
3810;reflejo
3811;reflexión
3812;reforma
3813;reformas
3814;refugiados
3815;refugio
3816;regalo
3817;regional
3818;regionales
3819;regiones
3820;registrado
3821;registro
3822;registros
3823;región
3824;regla
3825;reglamento
3826;reglas
3827;regresar
3828;regreso
3829;regresó
3830;regulación
3831;regular
3832;reina
3833;reino
3834;relacionadas
3835;relacionado
3836;relacionados
3837;relaciones
3838;relación
3839;relativa
3840;relativamente
3841;relativo
3842;relato
3843;relieve
3844;religiosa
3845;religiosas
3846;religioso
3847;religiosos
3848;religión
3849;reloj
3850;remedio
3851;rendimiento
3852;renovación
3853;renta
3854;renuncia
3855;renunciar
3856;reparto
3857;repente
3858;repetir
3859;repite
3860;representa
3861;representación
3862;representan
3863;representante
3864;representantes
3865;representar
3866;represión
3867;reproducción
3868;república
3869;requiere
3870;requieren
3871;requisitos
3872;rescate
3873;reserva
3874;reservas
3875;residencia
3876;residuos
3877;resistencia
3878;resolución
3879;resolver
3880;respaldo
3881;respectivamente
3882;respectivos
3883;respecto
3884;respetar
3885;respeto
3886;respiración
3887;responde
3888;responder
3889;respondió
3890;responsabilidad
3891;responsabilidades
3892;responsable
3893;responsables
3894;respuesta
3895;respuestas
3896;restantes
3897;restaurante
3898;resto
3899;restos
3900;resulta
3901;resultaba
3902;resultado
3903;resultados
3904;resultan
3905;resultar
3906;resultaron
3907;resultó
3908;resumen
3909;retirada
3910;retirar
3911;retiro
3912;reto
3913;retorno
3914;retraso
3915;retrato
3916;reuniones
3917;reunión
3918;revela
3919;revisión
3920;revista
3921;revistas
3922;revolucionario
3923;revolución
3924;revés
3925;rey
3926;reyes
3927;rica
3928;ricardo
3929;richard
3930;rico
3931;ricos
3932;riesgo
3933;riesgos
3934;rigor
3935;rincón
3936;riqueza
3937;risa
3938;ritmo
3939;rival
3940;rivera
3941;robert
3942;roberto
3943;robo
3944;roca
3945;rocas
3946;rock
3947;rodillas
3948;rodrigo
3949;rodríguez
3950;roja
3951;rojas
3952;rojo
3953;rojos
3954;roldán
3955;roma
3956;romano
3957;romero
3958;romper
3959;ronda
3960;ropa
3961;rosa
3962;rosario
3963;rosas
3964;rostro
3965;rostros
3966;roto
3967;rubio
3968;rubén
3969;rueda
3970;ruedas
3971;ruido
3972;ruiz
3973;rumbo
3974;rumores
3975;ruptura
3976;rural
3977;rusia
3978;ruso
3979;ruta
3980;rápida
3981;rápidamente
3982;rápido
3983;récord
3984;régimen
3985;ríe
3986;río
3987;ríos
3988;s
3989;sabe
3990;sabemos
3991;saben
3992;saber
3993;sabes
3994;sabido
3995;sabiduría
3996;sabor
3997;sabía
3998;sabían
3999;saca
4000;sacar
4001;sacerdote
4002;sacrificio
4003;sacó
4004;sal
4005;sala
4006;salamanca
4007;salario
4008;salarios
4009;salas
4010;sale
4011;salen
4012;salida
4013;salido
4014;salieron
4015;salinas
4016;salir
4017;salió
4018;salsa
4019;salto
4020;salud
4021;salvador
4022;salvar
4023;salvo
4024;salía
4025;salón
4026;san
4027;sanciones
4028;sangre
4029;sanidad
4030;santa
4031;santander
4032;santiago
4033;santo
4034;santos
4035;sara
4036;satisfacción
4037;satisfacer
4038;satisfecho
4039;sea
4040;sean
4041;sebastián
4042;seca
4043;sección
4044;seco
4045;secretaria
4046;secretario
4047;secretaría
4048;secreto
4049;secretos
4050;sector
4051;sectores
4052;secuencia
4053;secuestro
4054;secundaria
4055;sede
4056;seguida
4057;seguido
4058;seguidores
4059;seguimiento
4060;seguir
4061;seguirá
4062;segunda
4063;segundo
4064;segundos
4065;segura
4066;seguramente
4067;seguridad
4068;seguro
4069;seguros
4070;seguía
4071;selección
4072;selva
4073;semana
4074;semanas
4075;semejante
4076;semejantes
4077;semillas
4078;senado
4079;senador
4080;sencilla
4081;sencillo
4082;seno
4083;sensación
4084;sensibilidad
4085;sensible
4086;sentada
4087;sentado
4088;sentarse
4089;sentencia
4090;sentido
4091;sentidos
4092;sentimiento
4093;sentimientos
4094;sentir
4095;sentirse
4096;sentí
4097;sentía
4098;sepa
