PALABRA;OFFSET3.1;OFFSET3.0;IDPICTO
presidiaria;09982445-n;spa-30-09962966-n;11349
presidiario;09982445-n;spa-30-09962966-n;4725
presionar;01449876-v;spa-30-01447257-v;5552
preso;10495671-n;spa-30-10476086-n;4725
preso;09982445-n;spa-30-09962966-n;4725
prestidigitador;10300371-n;spa-30-10280674-n;10157
prevenir;02455370-v;spa-30-02450505-v;14008
prima;09991540-n;spa-30-09972010-n;30356
primavera;15261841-n;spa-30-15237044-n;5553
primera;13868396-n;spa-30-13846199-n;27990
primero;13868396-n;spa-30-13846199-n;27992
primero;01014459-a;spa-30-01010862-a;4726
primo;09991540-n;spa-30-09972010-n;30340
princesa;10493649-n;spa-30-10474064-n;5554
prisionero;10495671-n;spa-30-10476086-n;4725
prisionero;09982445-n;spa-30-09962966-n;4725
prisión;04012006-n;spa-30-04005630-n;4588
prisión;03597432-n;spa-30-03592245-n;4588
prisma;13907168-n;spa-30-13884511-n;9114
prismáticos;02844544-n;spa-30-02841315-n;8198
privacidad;04630289-n;spa-30-04622932-n;22635
privado;01864034-a;spa-30-01858094-a;22637
probeta;04423056-n;spa-30-04415921-n;9182
problema;06796860-n;spa-30-06784003-n;5556
procesión;07341888-n;spa-30-07327288-n;8470
producción;00926639-n;spa-30-00924825-n;17032
producir;01624592-v;spa-30-01621555-v;11698
profesional;10499838-n;spa-30-10480253-n;7795
profesión;00583425-n;spa-30-00582388-n;11601
profesor;10713754-n;spa-30-10694258-n;21020
profesora;10713754-n;spa-30-10694258-n;4955
programa;06581154-n;spa-30-06568978-n;24320
programa;06578068-n;spa-30-06566077-n;24320
prohibición;06554038-n;spa-30-06542047-n;15527
prohibir;00798054-v;spa-30-00796392-v;9022
promoción;07261731-n;spa-30-07247071-n;17034
promoción;07266652-n;spa-30-07251984-n;17034
promover;02560630-v;spa-30-02554922-v;15467
pronto;00106290-r;spa-30-00105603-r;5306
proponer;00876925-v;spa-30-00875394-v;11576
prostitución;00749453-n;spa-30-00748155-n;15553
proteger;01130619-v;spa-30-01128193-v;6192
protestar;00909100-v;spa-30-00907147-v;27469
protestar;02527076-v;spa-30-02521410-v;27469
proteína;14752903-n;spa-30-14728724-n;26346
proyección;06900649-n;spa-30-06887599-n;8201
proyectar;02142548-v;spa-30-02138075-v;8201
proyector;04015928-n;spa-30-04009552-n;8202
príncipe;10492384-n;spa-30-10472799-n;5555
psicóloga;10508450-n;spa-30-10488865-n;11350
psicólogo;10508450-n;spa-30-10488865-n;3377
publicidad;07263469-n;spa-30-07248801-n;8064
publicidad;07261731-n;spa-30-07247071-n;8065
publicidad;01103234-n;spa-30-01101329-n;8064
pueblo;08683242-n;spa-30-08665504-n;2823
pueblo;08689937-n;spa-30-08672199-n;2823
pueblo;08690476-n;spa-30-08672738-n;2823
puente;02901994-n;spa-30-02898711-n;5557
puerro;12454744-n;spa-30-12434239-n;3378
puerro;07738784-n;spa-30-07723039-n;3378
puerta;03226423-n;spa-30-03221720-n;3244
puerta;03228735-n;spa-30-03224032-n;3244
puerto;08651532-n;spa-30-08633957-n;3145
puerto;08656633-n;spa-30-08639058-n;3145
pulga;02188805-n;spa-30-02186153-n;4727
pulgar;05574850-n;spa-30-05567217-n;7799
pulir;01248201-v;spa-30-01245637-v;16863
pulmones;05394887-n;spa-30-05387544-n;2822
pulmón;05394887-n;spa-30-05387544-n;8365
pulpo;01972805-n;spa-30-01970164-n;3379
pulsar;01449876-v;spa-30-01447257-v;31488
pulsera;04563490-n;spa-30-04556204-n;2537
pulso;07415506-n;spa-30-07400906-n;27121
pulso;15305913-n;spa-30-15280695-n;27121
pulverizador;02757108-n;spa-30-02754103-n;8204
puma;02127963-n;spa-30-02125311-n;9068
punto;06856570-n;spa-30-06843520-n;3218
punto;06825147-n;spa-30-06812289-n;3218
punzón;04029643-n;spa-30-04023249-n;2538
pupila;05327733-n;spa-30-05320183-n;9105
purgatorio;05639232-n;spa-30-05631449-n;26356
puro;03034020-n;spa-30-03030035-n;4728
puré;07666634-n;spa-30-07651025-n;2539
puzzle;04034791-n;spa-30-04028315-n;2540
puño;05572697-n;spa-30-05565064-n;16865
página;06267274-n;spa-30-06256697-n;20115
página;06370307-n;spa-30-06358900-n;16913
pájaro;01505702-n;spa-30-01503061-n;2490
páncreas;05394510-n;spa-30-05387167-n;28407
párpado;05321347-n;spa-30-05313822-n;9104
píldora;03943171-n;spa-30-03936895-n;15000
póster;06806283-n;spa-30-06793426-n;28881
público;08238818-n;spa-30-08221897-n;24783
público;07982431-n;spa-30-07965817-n;24783
quebrantahuesos;01620084-n;spa-30-01617443-n;28819
quedar;02643676-v;spa-30-02637592-v;27206
quejarse;00909100-v;spa-30-00907147-v;27469
quemadura;14313092-n;spa-30-14289590-n;10266
quemadura;04701438-n;spa-30-04694090-n;10266
quemar;00379335-v;spa-30-00378664-v;6196
quemar;00196708-v;spa-30-00196364-v;6196
querer;01191258-v;spa-30-01188725-v;5441
querer;01829179-v;spa-30-01825237-v;5441
querer;01779456-v;spa-30-01775535-v;6898
querer;00711034-v;spa-30-00709205-v;5441
queso;07866305-n;spa-30-07850329-n;4881
quimioterapia;00663583-n;spa-30-00662340-n;29816
quince;13769609-n;spa-30-13747469-n;29268
quinientos;13772852-n;spa-30-13750712-n;29344
quiosco;03828196-n;spa-30-03822656-n;2956
quiosquero;10375912-n;spa-30-10356213-n;3381
quirófano;03855765-n;spa-30-03850245-n;28019
quitanieves;04259335-n;spa-30-04252225-n;13362
quitar;00173351-v;spa-30-00173338-v;5569
quitar;02211401-v;spa-30-02206619-v;15469
quitar;02410046-v;spa-30-02404904-v;11751
quitar;01611610-v;spa-30-01608706-v;5558
radiador;04047545-n;spa-30-04041069-n;3288
radio;04050813-n;spa-30-04043733-n;11354
radio;04290516-n;spa-30-04283378-n;6197
radio;13894177-n;spa-30-13871538-n;20119
radio;05601073-n;spa-30-05593318-n;24336
radiografiar;01005930-v;spa-30-01003885-v;30108
radiografiar;02154216-v;spa-30-02149786-v;30108
radiografía;04107714-n;spa-30-04100620-n;6198
rallador;03459829-n;spa-30-03454885-n;9089
rama;13184148-n;spa-30-13163250-n;7224
ramo;02882329-n;spa-30-02879087-n;7804
rampa;04058661-n;spa-30-04051549-n;2542
rana;01642406-n;spa-30-01639765-n;2543
rape;02550878-n;spa-30-02548247-n;26362
raqueta;04045857-n;spa-30-04039381-n;28023
raro;00970318-a;spa-30-00967129-a;11355
rascacielos;04240233-n;spa-30-04233124-n;6199
rascar;02124339-v;spa-30-02119874-v;11356
rasgar;01576346-v;spa-30-01573515-v;2545
rastrillo;04057178-n;spa-30-04050066-n;6200
rata;02333698-n;spa-30-02331046-n;2821
rato;15271164-n;spa-30-15246353-n;22633
ratonera;03799589-n;spa-30-03794056-n;22068
ratón;02332897-n;spa-30-02330245-n;2546
ratón;03799022-n;spa-30-03793489-n;2820
rayar;01585566-v;spa-30-01582645-v;10174
rayar;01275827-v;spa-30-01273263-v;10174
rayo;11448137-n;spa-30-11428023-n;30243
rayuela;00486092-n;spa-30-00485081-n;10282
raíz;13145876-n;spa-30-13125117-n;3148
reactor;03601053-n;spa-30-03595860-n;9205
reanimar;00024272-v;spa-30-00024279-v;9024
rebaño;08010773-n;spa-30-07994331-n;10249
rebuznar;01056425-v;spa-30-01054553-v;7702
recepcionista;10530662-n;spa-30-10511069-n;22072
receta;06801642-n;spa-30-06788785-n;7805
recetario;06424663-n;spa-30-06413020-n;9060
rechazar;02242120-v;spa-30-02237338-v;22080
rechazar;00687320-v;spa-30-00685419-v;22080
rechazar;00687584-v;spa-30-00685683-v;22080
recibidor;02718424-n;spa-30-02715513-n;6203
recibir;02214901-v;spa-30-02210119-v;17042
recibo;06532213-n;spa-30-06520222-n;16873
reciclar;01164741-v;spa-30-01162425-v;8205
recipiente;03099154-n;spa-30-03094503-n;24344
reclamación;06742613-n;spa-30-06729864-n;15529
recluso;10495671-n;spa-30-10476086-n;4725
recluso;09982445-n;spa-30-09962966-n;4725
recogedor;03263712-n;spa-30-03259009-n;2818
recoger;02310566-v;spa-30-02305586-v;9072
recoger;01210022-v;spa-30-01207402-v;8680
reconocer;02135744-v;spa-30-02131279-v;20095
recordar;00609334-v;spa-30-00607780-v;11357
recorrer;02106280-v;spa-30-02102002-v;10186
recorrer;01849171-v;spa-30-01845229-v;11542
recorrido;08633886-n;spa-30-08616311-n;11393
recortar;01251346-v;spa-30-01248782-v;2547
recreo;15163560-n;spa-30-15138600-n;27339
rectángulo;13906003-n;spa-30-13883346-n;4731
recuperar;01113995-v;spa-30-01111570-v;9026
red;03825534-n;spa-30-03819994-n;6205
red;03825694-n;spa-30-03820154-n;2548
redonda;06883626-n;spa-30-06870576-n;9125
reducir;00241017-v;spa-30-00240131-v;9027
reflejar;02141219-v;spa-30-02136754-v;8682
refresco;07943437-n;spa-30-07927197-n;4732
refresco;07943752-n;spa-30-07927512-n;4732
regadera;04567578-n;spa-30-04560292-n;2817
regalar;02205200-v;spa-30-02200686-v;16025
regaliz;07622970-n;spa-30-07607361-n;24351
regalo;13285910-n;spa-30-13265011-n;3149
regalo;13289865-n;spa-30-13268842-n;3149
regar;01375347-v;spa-30-01372682-v;24354
regar;00228662-v;spa-30-00228236-v;2816
regañar;00826456-v;spa-30-00824767-v;10175
registro;06519032-n;spa-30-06507041-n;22797
regla;13534950-n;spa-30-13513747-n;8165
regla;04125870-n;spa-30-04118776-n;2815
regoldar;00003443-v;spa-30-00003431-v;25068
regresar;02008888-v;spa-30-02004874-v;29714
regular;00300122-v;spa-30-00299341-v;28027
rehabilitar;02557860-v;spa-30-02552163-v;11707
reina;10519442-n;spa-30-10499857-n;5559
reina;10518940-n;spa-30-10499355-n;5559
reina;04039763-n;spa-30-04033287-n;34171
relacionar;00715072-v;spa-30-00713167-v;23763
religión;05955536-n;spa-30-05946687-n;27059
relinchar;01061615-v;spa-30-01059743-v;7228
rellenar;02655144-v;spa-30-02649042-v;16883
rellenar;00321482-v;spa-30-00320681-v;16883
rellenar;01022740-v;spa-30-01020731-v;13078
reloj;03050242-n;spa-30-03046257-n;2549
reloj;04563183-n;spa-30-04555897-n;2549
reloj;04445087-n;spa-30-04437953-n;23408
reloj;04615227-n;spa-30-04607869-n;2549
relámpago;11495679-n;spa-30-11475279-n;2819
relámpago;07427593-n;spa-30-07412993-n;2819
remar;01951746-v;spa-30-01947887-v;28031
remendar;00263589-v;spa-30-00262703-v;15473
remitir;01439891-v;spa-30-01437254-v;21828
remo;03842942-n;spa-30-03837422-n;6206
remolacha;07735584-n;spa-30-07719839-n;26370
remolque;00116112-n;spa-30-00115292-n;25385
remover;01898313-v;spa-30-01894320-v;25738
renacuajo;02472103-n;spa-30-02469472-n;25389
reno;02436556-n;spa-30-02433925-n;3150
reparar;00261534-v;spa-30-00260648-v;6910
repartidor;10020810-n;spa-30-10001217-n;9194
repartir;02473085-v;spa-30-02467662-v;27069
repartir;02206426-v;spa-30-02201644-v;26376
repetir;01738383-v;spa-30-01734502-v;11752
reposar;00014398-v;spa-30-00014405-v;3299
reprender;00826456-v;spa-30-00824767-v;10175
representante;10657783-n;spa-30-10638385-n;15929
reproducción;00851153-n;spa-30-00849523-n;26380
reproducción;13571521-n;spa-30-13550318-n;26380
reproducirse;00054856-v;spa-30-00055142-v;26380
reptar;01889838-v;spa-30-01885845-v;28039
reptil;01663732-n;spa-30-01661091-n;7806
reptiles;01660364-n;spa-30-01657723-n;7806
reptiles;01663732-n;spa-30-01661091-n;7806
reptiles;01659454-n;spa-30-01656813-n;7806
reputación;14461591-n;spa-30-14438125-n;14660
reputación;06216934-n;spa-30-06207199-n;14660
resbalar;01874268-v;spa-30-01870275-v;9028
rescatar;02556841-v;spa-30-02551144-v;9046
resfriado;14168983-n;spa-30-14145501-n;26384
residencia;08576500-n;spa-30-08558963-n;25728
residencia;03229596-n;spa-30-03224893-n;25728
respetar;00695834-v;spa-30-00694068-v;11621
respeto;14461018-n;spa-30-14437552-n;14660
respirar;00001740-v;spa-30-00001740-v;27264
responder;00817348-v;spa-30-00815686-v;9030
responder;00637941-v;spa-30-00636279-v;9030
responsable;02003477-a;spa-30-01996377-a;15531
resta;00873540-n;spa-30-00871862-n;5841
restar;00642914-v;spa-30-00641252-v;5841
restaurante;04088393-n;spa-30-04081281-n;10283
resucitar;00098271-v;spa-30-00098517-v;27065
resultado;07307418-n;spa-30-07292694-n;19531
resultado;06756201-n;spa-30-06743506-n;32802
retención;08200459-n;spa-30-08183541-n;21389
retina;05434566-n;spa-30-05426989-n;9106
retirar;00179456-v;spa-30-00179311-v;25405
retrete;04453655-n;spa-30-04446521-n;2430
retrete;04453410-n;spa-30-04446276-n;27475
retrete;04565764-n;spa-30-04558478-n;27561
retrovisor;02969235-n;spa-30-02965783-n;10337
retrovisor;04067059-n;spa-30-04059947-n;10336
reunión;08327319-n;spa-30-08310389-n;8207
reunión;01233454-n;spa-30-01230965-n;8207
revisar;00998147-v;spa-30-00996102-v;6998
revisión;00143181-n;spa-30-00142361-n;27142
revista;06607555-n;spa-30-06595351-n;2813
revista;03709749-n;spa-30-03704210-n;24364
rey;10251212-n;spa-30-10231515-n;5563
rey;03623310-n;spa-30-03618101-n;34244
rezar;00761989-v;spa-30-00759944-v;24368
reír;00031813-v;spa-30-00031820-v;3245
rica;02029118-a;spa-30-02021905-a;10211
rico;10311713-n;spa-30-10292052-n;4733
rico;02029118-a;spa-30-02021905-a;4733
riesgo;14565454-n;spa-30-14541852-n;8656
rifle;04097375-n;spa-30-04090263-n;7087
rincón;03114532-n;spa-30-03109881-n;3382
rinoceronte;02394646-n;spa-30-02391994-n;2550
rizador;03155177-n;spa-30-03150511-n;28045
rizar;01226180-v;spa-30-01223616-v;8208
rizo;05265220-n;spa-30-05257737-n;26392
riñón;05340350-n;spa-30-05332802-n;8325
robar;02326737-v;spa-30-02321757-v;8209
robo;00783339-n;spa-30-00781685-n;8209
robot;02764397-n;spa-30-02761392-n;6208
roca;14720954-n;spa-30-14696793-n;6594
rodaballo;02665841-n;spa-30-02663211-n;22090
rodaja;07670276-n;spa-30-07654667-n;8684
rodar;01870596-v;spa-30-01866610-v;6603
rodar;01891013-v;spa-30-01887020-v;6603
rodear;01469999-v;spa-30-01467370-v;26396
rodear;01525496-v;spa-30-01522716-v;6285
rodear;01571714-v;spa-30-01568886-v;26396
rodilla;05581233-n;spa-30-05573602-n;2810
rodillera;03628407-n;spa-30-03623198-n;30680
rodillo;04108591-n;spa-30-04101497-n;2809
rodillo;04110300-n;spa-30-04103206-n;8211
roer;01448216-v;spa-30-01445597-v;25393
rogar;00784104-v;spa-30-00782057-v;8194
rogar;00761314-v;spa-30-00759269-v;8194
rojo;04969961-n;spa-30-04962784-n;2808
rombo;13905618-n;spa-30-13882961-n;4734
romero;12884920-n;spa-30-12864160-n;14246
romero;07836121-n;spa-30-07820145-n;14246
rompecabezas;04034791-n;spa-30-04028315-n;26403
romper;00335806-v;spa-30-00334996-v;4735
romántico;10557379-n;spa-30-10537822-n;7232
roncar;00017024-v;spa-30-00017031-v;22094
ropa;02731365-n;spa-30-02728440-n;31476
rosa;04978183-n;spa-30-04970916-n;2807
rosa;12640957-n;spa-30-12620196-n;3151
rosario;04116429-n;spa-30-04109335-n;24374
rosquilla;07654678-n;spa-30-07639069-n;8212
rostro;05608392-n;spa-30-05600637-n;2684
rotación;07455579-n;spa-30-07440979-n;24571
roto;00289948-a;spa-30-00289082-a;4736
rotonda;04473168-n;spa-30-04465933-n;7234
rotulador;03331893-n;spa-30-03326948-n;7807
rotura;14315592-n;spa-30-14292090-n;26861
router;04121938-n;spa-30-04114844-n;9163
rubia;09879912-n;spa-30-09860506-n;8213
rubio;00244463-a;spa-30-00243606-a;8213
rubio;09879912-n;spa-30-09860506-n;8213
rubí;15032709-n;spa-30-15008142-n;25397
rubí;13393435-n;spa-30-13372262-n;25397
rueda;04582285-n;spa-30-04574999-n;5566
rugby;00472041-n;spa-30-00470966-n;27160
rugir;01050590-v;spa-30-01048718-v;7235
ruidoso;01926330-a;spa-30-01919931-a;7157
ruleta;00510410-n;spa-30-00509399-n;11362
rulo;03154898-n;spa-30-03150232-n;14260
ruta;08633886-n;spa-30-08616311-n;11393
ruta;05914300-n;spa-30-05905706-n;11393
rábano;11915427-n;spa-30-11894958-n;8678
rábano;07751663-n;spa-30-07735687-n;8678
rímel;03729557-n;spa-30-03724066-n;14262
río;09434308-n;spa-30-09411430-n;2811
ríos;09434308-n;spa-30-09411430-n;10306
sabana;08663422-n;spa-30-08645847-n;5567
saber;00596016-v;spa-30-00594621-v;9034
sable;02990947-n;spa-30-02987492-n;8569
sacacorchos;03113801-n;spa-30-03109150-n;2552
sacapuntas;03914833-n;spa-30-03908714-n;2553
sacar;00173351-v;spa-30-00173338-v;5569
sacar;01353852-v;spa-30-01351170-v;11751
sacar;02316367-v;spa-30-02311387-v;17312
sacar;01999243-v;spa-30-01995211-v;5568
sacar;00179456-v;spa-30-00179311-v;25405
sacar;02410046-v;spa-30-02404904-v;11751
sacarina;07875118-n;spa-30-07859142-n;25401
sacerdote;10490364-n;spa-30-10470779-n;30700
saco;13791346-n;spa-30-13769206-n;6210
sacristía;04539799-n;spa-30-04532504-n;30004
sacudir;01879288-v;spa-30-01875295-v;32230
sagrario;04385738-n;spa-30-04378651-n;24378
sal;07829083-n;spa-30-07813107-n;25576
sala;04112987-n;spa-30-04105893-n;24647
sala;04557205-n;spa-30-04549919-n;30462
sala;03081620-n;spa-30-03077616-n;9911
salamandra;01631917-n;spa-30-01629276-n;7236
salar;02200660-v;spa-30-02196214-v;5579
salchicha;07691372-n;spa-30-07675627-n;6647
salchicha;07692347-n;spa-30-07676602-n;6647
salchichón;07691372-n;spa-30-07675627-n;3290
salero;04138582-n;spa-30-04131499-n;2554
salida;03308910-n;spa-30-03303965-n;11364
salida;00059339-n;spa-30-00058519-n;26411
salir;02019450-v;spa-30-02015598-v;27278
saliva;05423542-n;spa-30-05416198-n;14254
salmón;02537365-n;spa-30-02534734-n;7808
salmón;07811727-n;spa-30-07795751-n;26419
salpicar;01376685-v;spa-30-01374020-v;26423
salpicar;01377432-v;spa-30-01374767-v;26423
salpicar;01377960-v;spa-30-01375295-v;26423
saltamontes;02229081-n;spa-30-02226429-n;2805
saltar;01967949-v;spa-30-01963942-v;2804
saltar;01970868-v;spa-30-01966861-v;5570
saltar;02099066-v;spa-30-02094788-v;11365
saltar;02099200-v;spa-30-02094922-v;11365
salud;14471374-n;spa-30-14447908-n;14264
saludar;00898754-v;spa-30-00897241-v;4740
saludo;06642524-n;spa-30-06630017-n;6009
saludo;06644865-n;spa-30-06632358-n;27238
salvaje;02397788-a;spa-30-02389220-a;7237
salvar;02556841-v;spa-30-02551144-v;9046
salvavidas;03668045-n;spa-30-03662719-n;3103
salón;03685038-n;spa-30-03679712-n;6211
sanar;00081478-v;spa-30-00081725-v;3302
sandalia;04140872-n;spa-30-04133789-n;8368
sandía;07772927-n;spa-30-07756951-n;2557
sandía;12184582-n;spa-30-12164065-n;2557
sangre;05407190-n;spa-30-05399847-n;2803
sangría;07933210-n;spa-30-07916970-n;10233
sano;01173787-a;spa-30-01170243-a;12293
santa;10566702-n;spa-30-10547145-n;24388
santo;10566702-n;spa-30-10547145-n;24392
santo;10566407-n;spa-30-10546850-n;24392
sapo;01642406-n;spa-30-01639765-n;3384
sarcófago;04143128-n;spa-30-04136045-n;8220
sardina;02535840-n;spa-30-02533209-n;7809
sarpullido;14345380-n;spa-30-14321953-n;5578
sartén;03405146-n;spa-30-03400231-n;2558
sastre;10709060-n;spa-30-10689564-n;22100
saturno;09447520-n;spa-30-09424642-n;10300
sauce;12745702-n;spa-30-12724942-n;3219
sauna;04146478-n;spa-30-04139395-n;25433
saxofonista;10573671-n;spa-30-10554243-n;24396
saxofón;04148141-n;spa-30-04141076-n;2559
sazonar;02196212-v;spa-30-02191766-v;5579
scout;10582611-n;spa-30-10563183-n;28053
secador;03488399-n;spa-30-03483316-n;2560
secador;03256469-n;spa-30-03251766-n;33921
secadora;03256469-n;spa-30-03251766-n;26431
secar;00218901-v;spa-30-00218475-v;2566
seco;02562150-a;spa-30-02551380-a;25437
secretaria;10589463-n;spa-30-10570019-n;4742
secretario;10589463-n;spa-30-10570019-n;4743
secuestrador;10250498-n;spa-30-10230801-n;27033
secuestrar;01473673-v;spa-30-01471043-v;27033
secuestro;00777199-n;spa-30-00775702-n;27037
sed;14064142-n;spa-30-14040660-n;4963
sediento;01273114-a;spa-30-01270004-a;4963
segar;01323084-v;spa-30-01320424-v;10151
seguir;02005890-v;spa-30-02001858-v;7037
seguir;02004900-v;spa-30-02000868-v;7037
segundo;13868743-n;spa-30-13846546-n;15539
seguridad;14562870-n;spa-30-14539268-n;12260
seguro;06535632-n;spa-30-06523641-n;16031
seis;13766862-n;spa-30-13744722-n;4894
seleccionar;00676526-v;spa-30-00674607-v;11694
seleccionar;00681308-v;spa-30-00679389-v;11694
selección;00162063-n;spa-30-00161243-n;14670
sellar;01276378-v;spa-30-01273814-v;7242
sello;04166119-n;spa-30-04159058-n;10324
sello;06808977-n;spa-30-06796119-n;2802
sello;04307101-n;spa-30-04299963-n;10324
selva;08456014-n;spa-30-08439022-n;3385
selva;08526132-n;spa-30-08509111-n;3385
semana;15194920-n;spa-30-15169873-n;24601
semana;15161099-n;spa-30-15136147-n;7244
sembrar;01503512-v;spa-30-01500873-v;7245
sembrar;01503986-v;spa-30-01501347-v;7245
semicorchea;06884584-n;spa-30-06871534-n;6157
semilla;11704458-n;spa-30-11683989-n;8689
semillero;04174183-n;spa-30-04167122-n;7246
semáforo;06887235-n;spa-30-06874185-n;4958
sencillo;02182456-a;spa-30-02174896-a;4645
seno;05562038-n;spa-30-05554405-n;8372
senos;05562038-n;spa-30-05554405-n;7275
sensibilizar;02120261-v;spa-30-02115778-v;12364
sensibilizar;00273190-v;spa-30-00272391-v;12364
sentado;01242902-a;spa-30-01240029-a;25082
sentar;01545905-v;spa-30-01543123-v;11374
sentar;01988916-v;spa-30-01984902-v;11374
sentar;02698724-v;spa-30-02692882-v;11371
sentarse;01545905-v;spa-30-01543123-v;11374
sentarse;01988916-v;spa-30-01984902-v;10177
sentarse;02698724-v;spa-30-02692882-v;11371
sentidos;05659816-n;spa-30-05651971-n;25445
sentimiento;00026390-n;spa-30-00026192-n;12359
sentir;02110960-v;spa-30-02106506-v;30194
sentir;02110460-v;spa-30-02106006-v;30194
separador;03900076-n;spa-30-03894379-n;28077
separar;02473085-v;spa-30-02467662-v;27069
separar;01559703-v;spa-30-01556921-v;5371
separar;02035003-v;spa-30-02031158-v;27069
separar;02436167-v;spa-30-02431320-v;5371
separar;02034003-v;spa-30-02030158-v;6893
sepia;01975182-n;spa-30-01972541-n;28465
septiembre;15237535-n;spa-30-15212739-n;6613
sequía;14560656-n;spa-30-14537054-n;5580
sequía;15269316-n;spa-30-15244505-n;5580
ser;00004475-n;spa-30-00004475-n;10250
ser;02610777-v;spa-30-02604760-v;5581
ser;02622439-v;spa-30-02616386-v;5581
serie;08474987-n;spa-30-08457976-n;15818
serie;05871305-n;spa-30-05862721-n;19548
serio;02130695-a;spa-30-02123314-a;8690
serpiente;01729333-n;spa-30-01726692-n;2568
serrar;01562372-v;spa-30-01559590-v;2800
serrucho;03493271-n;spa-30-03488188-n;2799
servicio;00578562-n;spa-30-00577525-n;24657
servicio;04565764-n;spa-30-04558478-n;27561
servilleta;03813077-n;spa-30-03807537-n;2569
servir;01182648-v;spa-30-01180351-v;7247
sesenta;13771918-n;spa-30-13749778-n;29364
sestear;00015491-v;spa-30-00015498-v;28425
seta;13018679-n;spa-30-12997919-n;8328
seta;13021651-n;spa-30-13000891-n;8328
setenta;13772034-n;spa-30-13749894-n;29388
sexo;08015733-n;spa-30-07999291-n;10345
sexo;05014082-n;spa-30-05006898-n;10345
seísmo;07443554-n;spa-30-07428954-n;4755
señalar;00925764-v;spa-30-00923793-v;6612
señalización;06804229-n;spa-30-06791372-n;12345
señor;10620859-n;spa-30-10601451-n;4744
sicóloga;10508450-n;spa-30-10488865-n;11350
sicólogo;10508450-n;spa-30-10488865-n;3377
sida;14151264-n;spa-30-14127782-n;24402
sidra;07937695-n;spa-30-07921455-n;5585
siempre;00019801-r;spa-30-00019339-r;17322
siempre;00020735-r;spa-30-00020280-r;17322
siempre;00020071-r;spa-30-00019609-r;17322
sierra;09426609-n;spa-30-09403734-n;24404
sierra;04002503-n;spa-30-03996145-n;5586
sierra;04147147-n;spa-30-04140064-n;5588
siesta;00860309-n;spa-30-00858631-n;28425
siete;13767056-n;spa-30-13744916-n;2633
silbar;01045313-v;spa-30-01043441-v;7249
silbar;01045484-v;spa-30-01043612-v;7250
silbato;04586953-n;spa-30-04579667-n;6182
silenciar;00462448-v;spa-30-00461493-v;5936
silenciar;01042933-v;spa-30-01041061-v;5936
silencio;04989456-n;spa-30-04982207-n;5936
silla;03005231-n;spa-30-03001627-n;3155
silla;04130834-n;spa-30-04123740-n;25459
sillín;02839120-n;spa-30-02835915-n;6213
sillón;02741540-n;spa-30-02738535-n;2570
silo;04227317-n;spa-30-04220250-n;9138
sinagoga;04381822-n;spa-30-04374735-n;24408
sirena;04231457-n;spa-30-04224395-n;6214
sirena;09512731-n;spa-30-09489601-n;5589
sirena;07280494-n;spa-30-07265789-n;6214
sitio;08639173-n;spa-30-08621598-n;9819
sitio;05619605-n;spa-30-05611822-n;9819
sitio;00722683-n;spa-30-00721431-n;9819
situar;01496967-v;spa-30-01494310-v;6989
situar;01496398-v;spa-30-01493741-v;6989
snowboard;00330294-n;spa-30-00329468-n;29810
snowboarding;00330294-n;spa-30-00329468-n;29810
sobaco;05557209-n;spa-30-05549576-n;2989
sobre;03296730-n;spa-30-03291819-n;10325
sobrina;10377312-n;spa-30-10357613-n;30302
sobrino;10373054-n;spa-30-10353355-n;30286
sociedad;07982754-n;spa-30-07966140-n;8693
socorrer;02554407-v;spa-30-02548710-v;9046
socorrista;10280497-n;spa-30-10260800-n;3156
software;06578068-n;spa-30-06566077-n;24320
sofá;04263630-n;spa-30-04256520-n;2571
soga;04115362-n;spa-30-04108268-n;26026
soja;07745461-n;spa-30-07729485-n;26447
sol;09473312-n;spa-30-09450163-n;2798
sol;11505767-n;spa-30-11485367-n;2798
sol;06881894-n;spa-30-06868844-n;9129
soldado;10641415-n;spa-30-10622053-n;2797
soldador;10793333-n;spa-30-10773665-n;24412
soldador;04265969-n;spa-30-04258859-n;8694
soldar;01598181-v;spa-30-01595260-v;8696
solidaridad;04772293-n;spa-30-04765038-n;30008
solitario;10192120-n;spa-30-10172448-n;7253
solomillo;07674703-n;spa-30-07658958-n;26451
soltar;01477180-v;spa-30-01474550-v;6215
soltera;01485535-a;spa-30-01482228-a;11629
soltera;09849326-n;spa-30-09830080-n;11629
soltero;01485535-a;spa-30-01482228-a;11633
soltero;09849169-n;spa-30-09829923-n;11633
sombra;14008429-n;spa-30-13984944-n;6649
sombrero;03502782-n;spa-30-03497657-n;6216
sombrilla;03895568-n;spa-30-03889871-n;4746
sonajero;04063401-n;spa-30-04056289-n;7254
sonar;02183962-v;spa-30-02179518-v;7255
sonido;05726201-n;spa-30-05718254-n;27073
sonido;04988388-n;spa-30-04981139-n;27073
sonido;11501330-n;spa-30-11480930-n;27073
sonreír;06891121-n;spa-30-06878071-n;3245
sonreír;00028558-v;spa-30-00028565-v;3245
sonrisa;06891121-n;spa-30-06878071-n;3245
sopa;07598762-n;spa-30-07583197-n;2573
sopera;04506357-n;spa-30-04499062-n;10257
sopera;04270367-n;spa-30-04263257-n;10257
soplar;00007012-v;spa-30-00007012-v;10179
soplete;02858670-n;spa-30-02855390-n;11380
soportar;01219607-v;spa-30-01217043-v;8982
